Session,Cell,NumSignificant,SignificantEvents
session_2024_12_15_1_JM013,cell5,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_15_1_JM013,cell6,0,""
session_2024_12_15_1_JM013,cell7,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_15_1_JM013,cell8,1,"stimulusOnsetTime"
session_2024_09_13_1_JM014,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_13_1_JM014,cell1,2,"stimulusOnsetTime,choiceStartTime"
session_2024_09_23_1_JM014,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_23_1_JM014,cell1,1,"choiceStartTime"
session_2024_09_23_1_JM014,cell2,2,"stimulusOnsetTime,choiceStartTime"
session_2024_09_23_1_JM014,cell3,0,""
session_2024_11_06_1_JM014,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_06_1_JM014,cell1,0,""
session_2024_11_07_1_JM014,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_07_1_JM014,cell1,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_07_1_JM014,cell2,0,""
session_2024_11_20_2_JM014,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_20_2_JM014,cell1,0,""
session_2024_11_20_2_JM014,cell2,1,"choiceStartTime"
session_2024_12_05_1_JM014,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_05_1_JM014,cell1,1,"rewardTime"
session_2024_12_05_1_JM014,cell2,1,"stimulusOnsetTime"
session_2024_12_11_1_JM014,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_11_1_JM014,cell1,1,"stimulusOnsetTime"
session_2024_12_11_1_JM014,cell2,0,""
session_2024_12_11_1_JM014,cell3,1,"stimulusOnsetTime"
session_2024_12_12_1_JM014,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_12_1_JM014,cell1,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_12_1_JM014,cell2,1,"stimulusOnsetTime"
session_2024_12_13_1_JM014,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_13_1_JM014,cell1,1,"rewardTime"
session_2024_12_13_1_JM014,cell2,0,""
session_2024_12_16_1_JM014,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_16_1_JM014,cell1,1,"stimulusOnsetTime"
session_2024_12_16_1_JM014,cell2,1,"stimulusOnsetTime"
session_2024_12_16_1_JM014,cell3,0,""
session_2024_12_16_1_JM014,cell4,0,""
session_2024_12_16_1_JM014,cell5,0,""
session_2024_11_20_2_JM015,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_20_2_JM015,cell1,0,""
session_2024_11_20_2_JM015,cell2,1,"rewardTime"
session_2024_11_20_2_JM015,cell3,0,""
session_2024_11_20_2_JM015,cell4,0,""
session_2024_11_20_2_JM015,cell5,1,"rewardTime"
session_2024_11_20_2_JM015,cell6,1,"rewardTime"
session_2024_11_20_2_JM015,cell7,0,""
session_2024_11_20_2_JM015,cell8,0,""
session_2024_11_20_2_JM015,cell9,0,""
session_2024_11_20_2_JM015,cell10,0,""
session_2024_11_20_2_JM015,cell11,0,""
session_2024_11_20_2_JM015,cell12,0,""
session_2024_11_20_2_JM015,cell13,0,""
session_2024_11_20_2_JM015,cell14,1,"rewardTime"
session_2024_11_20_2_JM015,cell15,0,""
session_2024_11_20_2_JM015,cell16,0,""
session_2024_11_20_2_JM015,cell17,0,""
session_2024_11_20_2_JM015,cell18,0,""
session_2024_11_20_2_JM015,cell19,0,""
session_2024_11_20_2_JM015,cell20,1,"rewardTime"
session_2024_11_20_2_JM015,cell21,1,"rewardTime"
session_2024_11_20_2_JM015,cell22,0,""
session_2024_11_20_2_JM015,cell23,1,"rewardTime"
session_2024_11_20_2_JM015,cell24,0,""
session_2024_11_20_2_JM015,cell25,0,""
session_2024_11_20_2_JM015,cell26,0,""
session_2024_11_22_2_JM015,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_22_2_JM015,cell1,1,"stimulusOnsetTime"
session_2024_11_22_2_JM015,cell2,0,""
session_2024_11_22_2_JM015,cell3,0,""
session_2024_11_22_2_JM015,cell4,0,""
session_2024_11_22_2_JM015,cell5,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_22_2_JM015,cell6,0,""
session_2024_11_22_2_JM015,cell7,0,""
session_2024_11_22_2_JM015,cell8,1,"choiceStartTime"
session_2024_11_22_2_JM015,cell9,0,""
session_2024_11_22_2_JM015,cell10,2,"choiceStartTime,rewardTime"
session_2024_11_22_2_JM015,cell11,1,"stimulusOnsetTime"
session_2024_11_22_2_JM015,cell12,2,"choiceStartTime,rewardTime"
session_2024_11_22_2_JM015,cell13,1,"stimulusOnsetTime"
session_2024_11_22_2_JM015,cell14,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_22_2_JM015,cell15,0,""
session_2024_11_22_2_JM015,cell16,1,"stimulusOnsetTime"
session_2024_11_22_2_JM015,cell17,0,""
session_2024_12_02_1_JM015,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_02_1_JM015,cell1,1,"rewardTime"
session_2024_12_02_1_JM015,cell2,0,""
session_2024_12_02_1_JM015,cell3,1,"choiceStartTime"
session_2024_12_02_1_JM015,cell4,0,""
session_2024_12_02_1_JM015,cell5,0,""
session_2024_12_02_1_JM015,cell6,0,""
session_2024_12_02_1_JM015,cell7,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_02_1_JM015,cell8,0,""
session_2024_12_02_1_JM015,cell9,0,""
session_2024_12_02_1_JM015,cell10,0,""
session_2024_12_02_1_JM015,cell11,1,"stimulusOnsetTime"
session_2024_12_02_1_JM015,cell12,0,""
session_2024_12_02_1_JM015,cell13,0,""
session_2024_12_02_1_JM015,cell14,0,""
session_2024_12_02_1_JM015,cell15,0,""
session_2024_12_02_1_JM015,cell16,2,"choiceStartTime,rewardTime"
session_2024_12_03_1_JM015,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_03_1_JM015,cell1,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_03_1_JM015,cell2,1,"stimulusOnsetTime"
session_2024_12_03_1_JM015,cell3,1,"stimulusOnsetTime"
session_2024_12_03_1_JM015,cell4,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_03_1_JM015,cell5,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_03_1_JM015,cell6,1,"stimulusOnsetTime"
session_2024_12_03_1_JM015,cell7,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_03_1_JM015,cell8,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_03_1_JM015,cell9,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_03_1_JM015,cell10,0,""
session_2024_12_03_1_JM015,cell11,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_03_1_JM015,cell12,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_03_1_JM015,cell13,1,"stimulusOnsetTime"
session_2024_12_03_1_JM015,cell14,1,"stimulusOnsetTime"
session_2024_12_03_1_JM015,cell15,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_03_1_JM015,cell16,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_05_1_JM015,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_05_1_JM015,cell1,0,""
session_2024_12_05_1_JM015,cell2,0,""
session_2024_12_05_1_JM015,cell3,0,""
session_2024_12_05_1_JM015,cell4,1,"rewardTime"
session_2024_12_05_1_JM015,cell5,0,""
session_2024_12_05_1_JM015,cell6,0,""
session_2024_12_05_1_JM015,cell7,0,""
session_2024_12_05_1_JM015,cell8,1,"rewardTime"
session_2024_12_05_1_JM015,cell9,0,""
session_2024_12_05_1_JM015,cell10,0,""
session_2024_12_05_1_JM015,cell11,0,""
session_2024_12_05_1_JM015,cell12,0,""
session_2024_12_05_1_JM015,cell13,0,""
session_2024_12_05_1_JM015,cell14,1,"rewardTime"
session_2024_12_05_1_JM015,cell15,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_06_1_JM015,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_06_1_JM015,cell1,1,"stimulusOnsetTime"
session_2024_12_06_1_JM015,cell2,1,"rewardTime"
session_2024_12_06_1_JM015,cell3,1,"rewardTime"
session_2024_12_06_1_JM015,cell4,2,"stimulusOnsetTime,rewardTime"
session_2024_12_06_1_JM015,cell5,2,"stimulusOnsetTime,rewardTime"
session_2024_12_06_1_JM015,cell6,0,""
session_2024_12_06_1_JM015,cell7,1,"stimulusOnsetTime"
session_2024_12_06_1_JM015,cell8,1,"stimulusOnsetTime"
session_2024_12_06_1_JM015,cell9,0,""
session_2024_12_06_1_JM015,cell10,1,"rewardTime"
session_2024_12_06_1_JM015,cell11,1,"stimulusOnsetTime"
session_2024_12_06_1_JM015,cell12,0,""
session_2024_12_06_1_JM015,cell13,0,""
session_2024_12_06_1_JM015,cell14,0,""
session_2024_12_06_1_JM015,cell15,0,""
session_2024_12_06_1_JM015,cell16,1,"choiceStartTime"
session_2024_12_06_1_JM015,cell17,1,"stimulusOnsetTime"
session_2024_12_06_1_JM015,cell18,1,"stimulusOnsetTime"
session_2024_12_06_1_JM015,cell19,1,"rewardTime"
session_2024_12_06_1_JM015,cell20,0,""
session_2024_12_10_1_JM015,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_10_1_JM015,cell1,0,""
session_2024_12_10_1_JM015,cell2,1,"choiceStartTime"
session_2024_12_10_1_JM015,cell3,0,""
session_2024_12_10_1_JM015,cell4,0,""
session_2024_12_10_1_JM015,cell5,0,""
session_2024_12_10_1_JM015,cell6,1,"choiceStartTime"
session_2024_12_10_1_JM015,cell7,0,""
session_2024_12_10_1_JM015,cell8,0,""
session_2024_12_10_1_JM015,cell9,0,""
session_2024_12_10_1_JM015,cell10,1,"choiceStartTime"
session_2024_12_10_1_JM015,cell11,0,""
session_2024_12_10_1_JM015,cell12,0,""
session_2024_12_10_1_JM015,cell13,0,""
session_2024_12_10_1_JM015,cell14,0,""
session_2024_12_10_1_JM015,cell15,0,""
session_2024_12_10_1_JM015,cell16,0,""
session_2024_12_10_1_JM015,cell17,0,""
session_2024_12_10_1_JM015,cell18,0,""
session_2024_12_10_1_JM015,cell19,0,""
session_2024_12_10_1_JM015,cell20,0,""
session_2024_12_10_1_JM015,cell21,0,""
session_2024_12_10_1_JM015,cell22,1,"choiceStartTime"
session_2024_12_10_1_JM015,cell23,1,"choiceStartTime"
session_2024_11_04_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_04_1_JM018,cell1,0,""
session_2024_11_04_1_JM018,cell2,0,""
session_2024_11_04_1_JM018,cell3,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_04_1_JM018,cell4,1,"stimulusOnsetTime"
session_2024_11_04_1_JM018,cell5,2,"stimulusOnsetTime,rewardTime"
session_2024_11_04_1_JM018,cell6,1,"stimulusOnsetTime"
session_2024_11_04_1_JM018,cell7,1,"stimulusOnsetTime"
session_2024_11_04_1_JM018,cell8,2,"stimulusOnsetTime,rewardTime"
session_2024_11_04_1_JM018,cell9,1,"stimulusOnsetTime"
session_2024_11_04_1_JM018,cell10,1,"stimulusOnsetTime"
session_2024_11_04_1_JM018,cell11,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_04_1_JM018,cell12,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_04_1_JM018,cell13,1,"choiceStartTime"
session_2024_11_04_1_JM018,cell14,1,"stimulusOnsetTime"
session_2024_11_04_1_JM018,cell15,0,""
session_2024_11_04_1_JM018,cell16,1,"stimulusOnsetTime"
session_2024_11_04_1_JM018,cell17,1,"stimulusOnsetTime"
session_2024_11_04_1_JM018,cell18,1,"stimulusOnsetTime"
session_2024_11_04_1_JM018,cell19,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_04_1_JM018,cell20,1,"stimulusOnsetTime"
session_2024_11_04_1_JM018,cell21,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_04_1_JM018,cell22,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_04_1_JM018,cell23,1,"stimulusOnsetTime"
session_2024_11_04_1_JM018,cell24,1,"stimulusOnsetTime"
session_2024_11_04_1_JM018,cell25,1,"stimulusOnsetTime"
session_2024_11_04_1_JM018,cell26,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_06_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_06_1_JM018,cell1,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_06_1_JM018,cell2,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_06_1_JM018,cell3,1,"stimulusOnsetTime"
session_2024_11_06_1_JM018,cell4,1,"stimulusOnsetTime"
session_2024_11_06_1_JM018,cell5,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_06_1_JM018,cell6,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_06_1_JM018,cell7,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_06_1_JM018,cell8,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_06_1_JM018,cell9,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_06_1_JM018,cell10,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_06_1_JM018,cell11,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_06_1_JM018,cell12,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_06_1_JM018,cell13,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_06_1_JM018,cell14,2,"stimulusOnsetTime,rewardTime"
session_2024_11_06_1_JM018,cell15,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_06_1_JM018,cell16,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_06_1_JM018,cell17,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_06_1_JM018,cell18,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_06_1_JM018,cell19,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_06_1_JM018,cell20,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_06_1_JM018,cell21,1,"choiceStartTime"
session_2024_11_06_1_JM018,cell22,0,""
session_2024_11_06_1_JM018,cell23,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_06_1_JM018,cell24,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_06_1_JM018,cell25,0,""
session_2024_11_06_1_JM018,cell26,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_06_1_JM018,cell27,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_06_1_JM018,cell28,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_06_1_JM018,cell29,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_06_1_JM018,cell30,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_06_1_JM018,cell31,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_07_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_07_1_JM018,cell1,0,""
session_2024_11_07_1_JM018,cell2,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_07_1_JM018,cell3,0,""
session_2024_11_07_1_JM018,cell4,2,"choiceStartTime,rewardTime"
session_2024_11_07_1_JM018,cell5,1,"stimulusOnsetTime"
session_2024_11_07_1_JM018,cell6,1,"stimulusOnsetTime"
session_2024_11_07_1_JM018,cell7,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_07_1_JM018,cell8,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_07_1_JM018,cell9,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_07_1_JM018,cell10,0,""
session_2024_11_07_1_JM018,cell11,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_07_1_JM018,cell12,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_07_1_JM018,cell13,1,"choiceStartTime"
session_2024_11_07_1_JM018,cell14,1,"stimulusOnsetTime"
session_2024_11_07_1_JM018,cell15,1,"stimulusOnsetTime"
session_2024_11_07_1_JM018,cell16,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_07_1_JM018,cell17,1,"stimulusOnsetTime"
session_2024_11_07_1_JM018,cell18,0,""
session_2024_11_07_1_JM018,cell19,0,""
session_2024_11_07_1_JM018,cell20,0,""
session_2024_11_07_1_JM018,cell21,1,"stimulusOnsetTime"
session_2024_11_07_1_JM018,cell22,0,""
session_2024_11_07_1_JM018,cell23,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_07_1_JM018,cell24,1,"stimulusOnsetTime"
session_2024_11_07_1_JM018,cell25,1,"stimulusOnsetTime"
session_2024_11_13_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_13_1_JM018,cell1,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_13_1_JM018,cell2,0,""
session_2024_11_13_1_JM018,cell3,2,"choiceStartTime,rewardTime"
session_2024_11_13_1_JM018,cell4,0,""
session_2024_11_13_1_JM018,cell5,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_13_1_JM018,cell6,0,""
session_2024_11_13_1_JM018,cell7,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_13_1_JM018,cell8,2,"choiceStartTime,rewardTime"
session_2024_11_13_1_JM018,cell9,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_13_1_JM018,cell10,0,""
session_2024_11_13_1_JM018,cell11,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_13_1_JM018,cell12,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_13_1_JM018,cell13,0,""
session_2024_11_13_1_JM018,cell14,1,"stimulusOnsetTime"
session_2024_11_13_1_JM018,cell15,0,""
session_2024_11_13_1_JM018,cell16,0,""
session_2024_11_13_1_JM018,cell17,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_13_1_JM018,cell18,0,""
session_2024_11_14_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_14_1_JM018,cell1,0,""
session_2024_11_14_1_JM018,cell2,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_14_1_JM018,cell3,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_14_1_JM018,cell4,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_14_1_JM018,cell5,1,"stimulusOnsetTime"
session_2024_11_14_1_JM018,cell6,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_14_1_JM018,cell7,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_14_1_JM018,cell8,1,"stimulusOnsetTime"
session_2024_11_14_1_JM018,cell9,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_14_1_JM018,cell10,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_14_1_JM018,cell11,1,"stimulusOnsetTime"
session_2024_11_14_1_JM018,cell12,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_14_1_JM018,cell13,0,""
session_2024_11_14_1_JM018,cell14,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_14_1_JM018,cell15,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_14_1_JM018,cell16,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_14_1_JM018,cell17,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_14_1_JM018,cell18,0,""
session_2024_11_14_1_JM018,cell19,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_14_1_JM018,cell20,1,"stimulusOnsetTime"
session_2024_11_14_1_JM018,cell21,1,"stimulusOnsetTime"
session_2024_11_14_1_JM018,cell22,0,""
session_2024_11_14_1_JM018,cell23,1,"choiceStartTime"
session_2024_11_14_1_JM018,cell24,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_15_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_15_1_JM018,cell1,0,""
session_2024_11_15_1_JM018,cell2,0,""
session_2024_11_15_1_JM018,cell3,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_15_1_JM018,cell4,2,"stimulusOnsetTime,rewardTime"
session_2024_11_15_1_JM018,cell5,0,""
session_2024_11_15_1_JM018,cell6,1,"choiceStartTime"
session_2024_11_15_1_JM018,cell7,0,""
session_2024_11_15_1_JM018,cell8,0,""
session_2024_11_15_1_JM018,cell9,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_15_1_JM018,cell10,1,"rewardTime"
session_2024_11_15_1_JM018,cell11,1,"stimulusOnsetTime"
session_2024_11_15_1_JM018,cell12,0,""
session_2024_11_15_1_JM018,cell13,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_15_1_JM018,cell14,1,"stimulusOnsetTime"
session_2024_11_15_1_JM018,cell15,0,""
session_2024_11_15_1_JM018,cell16,0,""
session_2024_11_15_1_JM018,cell17,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_15_1_JM018,cell18,0,""
session_2024_11_15_1_JM018,cell19,2,"stimulusOnsetTime,rewardTime"
session_2024_11_15_1_JM018,cell20,0,""
session_2024_11_15_1_JM018,cell21,1,"rewardTime"
session_2024_11_15_1_JM018,cell22,1,"stimulusOnsetTime"
session_2024_11_15_1_JM018,cell23,1,"stimulusOnsetTime"
session_2024_11_15_1_JM018,cell24,1,"rewardTime"
session_2024_11_15_1_JM018,cell25,0,""
session_2024_11_15_1_JM018,cell26,1,"stimulusOnsetTime"
session_2024_11_18_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_18_1_JM018,cell1,0,""
session_2024_11_18_1_JM018,cell2,0,""
session_2024_11_18_1_JM018,cell3,1,"stimulusOnsetTime"
session_2024_11_18_1_JM018,cell4,0,""
session_2024_11_18_1_JM018,cell5,0,""
session_2024_11_18_1_JM018,cell6,1,"choiceStartTime"
session_2024_11_18_1_JM018,cell7,1,"stimulusOnsetTime"
session_2024_11_18_1_JM018,cell8,1,"stimulusOnsetTime"
session_2024_11_18_1_JM018,cell9,0,""
session_2024_11_18_1_JM018,cell10,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_18_1_JM018,cell11,0,""
session_2024_11_18_1_JM018,cell12,1,"stimulusOnsetTime"
session_2024_11_18_1_JM018,cell13,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_18_1_JM018,cell14,1,"stimulusOnsetTime"
session_2024_11_18_1_JM018,cell15,0,""
session_2024_11_18_1_JM018,cell16,0,""
session_2024_11_18_1_JM018,cell17,1,"stimulusOnsetTime"
session_2024_11_18_1_JM018,cell18,1,"stimulusOnsetTime"
session_2024_11_18_1_JM018,cell19,1,"stimulusOnsetTime"
session_2024_11_18_1_JM018,cell20,0,""
session_2024_11_18_1_JM018,cell21,1,"stimulusOnsetTime"
session_2024_11_18_1_JM018,cell22,0,""
session_2024_11_18_1_JM018,cell23,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_18_1_JM018,cell24,1,"stimulusOnsetTime"
session_2024_11_18_1_JM018,cell25,1,"stimulusOnsetTime"
session_2024_11_18_1_JM018,cell26,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_18_1_JM018,cell27,0,""
session_2024_11_18_1_JM018,cell28,1,"stimulusOnsetTime"
session_2024_11_18_1_JM018,cell29,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_18_1_JM018,cell30,1,"choiceStartTime"
session_2024_11_18_1_JM018,cell31,0,""
session_2024_11_18_1_JM018,cell32,1,"stimulusOnsetTime"
session_2024_11_18_1_JM018,cell33,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_18_1_JM018,cell34,1,"stimulusOnsetTime"
session_2024_11_18_1_JM018,cell35,0,""
session_2024_11_18_1_JM018,cell36,1,"stimulusOnsetTime"
session_2024_11_19_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_19_1_JM018,cell1,0,""
session_2024_11_19_1_JM018,cell2,1,"rewardTime"
session_2024_11_19_1_JM018,cell3,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_19_1_JM018,cell4,0,""
session_2024_11_19_1_JM018,cell5,0,""
session_2024_11_19_1_JM018,cell6,0,""
session_2024_11_19_1_JM018,cell7,1,"stimulusOnsetTime"
session_2024_11_19_1_JM018,cell8,0,""
session_2024_11_19_1_JM018,cell9,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_19_1_JM018,cell10,0,""
session_2024_11_19_1_JM018,cell11,0,""
session_2024_11_19_1_JM018,cell12,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_19_1_JM018,cell13,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_19_1_JM018,cell14,1,"choiceStartTime"
session_2024_11_19_1_JM018,cell15,0,""
session_2024_11_19_1_JM018,cell16,1,"rewardTime"
session_2024_11_19_1_JM018,cell17,0,""
session_2024_11_19_1_JM018,cell18,0,""
session_2024_11_19_1_JM018,cell19,0,""
session_2024_11_19_1_JM018,cell20,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_19_1_JM018,cell21,0,""
session_2024_11_19_1_JM018,cell22,0,""
session_2024_11_19_1_JM018,cell23,0,""
session_2024_11_19_1_JM018,cell24,0,""
session_2024_11_19_1_JM018,cell25,1,"stimulusOnsetTime"
session_2024_11_19_1_JM018,cell26,1,"stimulusOnsetTime"
session_2024_11_20_2_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_20_2_JM018,cell1,1,"rewardTime"
session_2024_11_20_2_JM018,cell2,0,""
session_2024_11_20_2_JM018,cell3,0,""
session_2024_11_20_2_JM018,cell4,0,""
session_2024_11_20_2_JM018,cell5,0,""
session_2024_11_20_2_JM018,cell6,0,""
session_2024_11_20_2_JM018,cell7,0,""
session_2024_11_20_2_JM018,cell8,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_20_2_JM018,cell9,1,"choiceStartTime"
session_2024_11_20_2_JM018,cell10,2,"choiceStartTime,rewardTime"
session_2024_11_20_2_JM018,cell11,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_20_2_JM018,cell12,1,"choiceStartTime"
session_2024_11_20_2_JM018,cell13,0,""
session_2024_11_20_2_JM018,cell14,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_20_2_JM018,cell15,0,""
session_2024_11_20_2_JM018,cell16,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_20_2_JM018,cell17,1,"choiceStartTime"
session_2024_11_20_2_JM018,cell18,0,""
session_2024_11_20_2_JM018,cell19,0,""
session_2024_11_20_2_JM018,cell20,0,""
session_2024_11_20_2_JM018,cell21,0,""
session_2024_11_20_2_JM018,cell22,1,"stimulusOnsetTime"
session_2024_11_20_2_JM018,cell23,0,""
session_2024_11_20_2_JM018,cell24,0,""
session_2024_11_20_2_JM018,cell25,1,"stimulusOnsetTime"
session_2024_11_20_2_JM018,cell26,2,"choiceStartTime,rewardTime"
session_2024_11_21_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
