Session,Cell,NumSignificant,SignificantEvents
session_2025_06_09_1_JM026,cell5,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2025_06_09_1_JM026,cell6,0,""
session_2025_06_09_1_JM026,cell7,1,"rewardTime"
session_2025_06_09_1_JM026,cell8,0,""
session_2025_06_09_1_JM026,cell9,2,"stimulusOnsetTime,choiceStartTime"
session_2025_06_09_1_JM026,cell10,0,""
session_2025_06_09_1_JM026,cell11,2,"choiceStartTime,rewardTime"
session_2025_06_09_1_JM026,cell12,2,"stimulusOnsetTime,choiceStartTime"
session_2025_06_09_1_JM026,cell13,1,"stimulusOnsetTime"
session_2025_06_09_1_JM026,cell14,2,"stimulusOnsetTime,choiceStartTime"
session_2025_06_09_1_JM026,cell15,1,"rewardTime"
session_2025_06_09_1_JM026,cell16,1,"rewardTime"
session_2025_06_09_1_JM026,cell17,1,"choiceStartTime"
session_2025_06_09_1_JM026,cell18,2,"stimulusOnsetTime,choiceStartTime"
session_2025_06_09_1_JM026,cell19,2,"stimulusOnsetTime,choiceStartTime"
session_2025_06_09_1_JM026,cell20,1,"choiceStartTime"
session_2025_06_09_1_JM026,cell21,1,"stimulusOnsetTime"
session_2025_06_09_1_JM026,cell22,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2025_06_09_1_JM026,cell23,0,""
session_2025_06_09_1_JM026,cell24,1,"rewardTime"
session_2025_06_09_1_JM026,cell25,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2025_06_10_1_JM026,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2025_06_10_1_JM026,cell1,0,""
session_2025_06_10_1_JM026,cell2,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2025_06_10_1_JM026,cell3,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2025_06_10_1_JM026,cell4,2,"choiceStartTime,rewardTime"
session_2025_06_10_1_JM026,cell5,0,""
session_2025_06_10_1_JM026,cell6,0,""
session_2025_06_10_1_JM026,cell7,1,"stimulusOnsetTime"
session_2025_06_10_1_JM026,cell8,2,"stimulusOnsetTime,choiceStartTime"
session_2025_06_10_1_JM026,cell9,2,"stimulusOnsetTime,choiceStartTime"
session_2025_06_10_1_JM026,cell10,0,""
session_2025_06_10_1_JM026,cell11,0,""
session_2025_06_10_1_JM026,cell12,0,""
session_2025_06_10_1_JM026,cell13,2,"stimulusOnsetTime,choiceStartTime"
session_2025_06_10_1_JM026,cell14,0,""
session_2025_06_10_1_JM026,cell15,2,"stimulusOnsetTime,rewardTime"
session_2025_06_10_1_JM026,cell16,0,""
session_2025_06_10_1_JM026,cell17,2,"stimulusOnsetTime,choiceStartTime"
session_2025_06_10_1_JM026,cell18,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2025_06_10_1_JM026,cell19,0,""
session_2025_06_10_1_JM026,cell20,2,"stimulusOnsetTime,choiceStartTime"
session_2025_06_10_1_JM026,cell21,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2025_06_10_1_JM026,cell22,0,""
session_2025_06_10_1_JM026,cell23,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2025_06_10_1_JM026,cell24,0,""
session_2025_06_10_1_JM026,cell25,2,"stimulusOnsetTime,choiceStartTime"
session_2025_06_10_1_JM026,cell26,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2025_06_10_1_JM026,cell27,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2025_06_11_1_JM026,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2025_06_11_1_JM026,cell1,0,""
session_2025_06_11_1_JM026,cell2,0,""
session_2025_06_11_1_JM026,cell3,0,""
session_2025_06_11_1_JM026,cell4,1,"rewardTime"
session_2025_06_11_1_JM026,cell5,0,""
session_2025_06_11_1_JM026,cell6,0,""
session_2025_06_11_1_JM026,cell7,0,""
session_2025_06_11_1_JM026,cell8,0,""
session_2025_06_11_1_JM026,cell9,0,""
session_2025_06_11_1_JM026,cell10,0,""
session_2025_06_11_1_JM026,cell11,0,""
session_2025_06_11_1_JM026,cell12,0,""
session_2025_06_11_1_JM026,cell13,2,"choiceStartTime,rewardTime"
session_2025_06_11_1_JM026,cell14,0,""
session_2025_06_11_1_JM026,cell15,0,""
session_2025_06_11_1_JM026,cell16,2,"choiceStartTime,rewardTime"
session_2025_06_11_1_JM026,cell17,0,""
