Session,Cell,NumSignificant,SignificantEvents
session_2024_04_23_1_MAT008,cell1016,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1017,0,""
session_2024_04_23_1_MAT008,cell1018,0,""
session_2024_04_23_1_MAT008,cell1019,0,""
session_2024_04_23_1_MAT008,cell1020,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1021,0,""
session_2024_04_23_1_MAT008,cell1022,0,""
session_2024_04_23_1_MAT008,cell1023,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1024,0,""
session_2024_04_23_1_MAT008,cell1025,0,""
session_2024_04_23_1_MAT008,cell1026,0,""
session_2024_04_23_1_MAT008,cell1027,0,""
session_2024_04_23_1_MAT008,cell1028,0,""
session_2024_04_23_1_MAT008,cell1029,0,""
session_2024_04_23_1_MAT008,cell1030,0,""
session_2024_04_23_1_MAT008,cell1031,0,""
session_2024_04_23_1_MAT008,cell1032,0,""
session_2024_04_23_1_MAT008,cell1033,0,""
session_2024_04_23_1_MAT008,cell1034,0,""
session_2024_04_23_1_MAT008,cell1035,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1036,0,""
session_2024_04_23_1_MAT008,cell1037,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1038,0,""
session_2024_04_23_1_MAT008,cell1039,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1040,0,""
session_2024_04_23_1_MAT008,cell1041,0,""
session_2024_04_23_1_MAT008,cell1042,0,""
session_2024_04_23_1_MAT008,cell1043,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1044,0,""
session_2024_04_23_1_MAT008,cell1045,0,""
session_2024_04_23_1_MAT008,cell1046,0,""
session_2024_04_23_1_MAT008,cell1047,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1048,0,""
session_2024_04_23_1_MAT008,cell1049,0,""
session_2024_04_23_1_MAT008,cell1050,0,""
session_2024_04_23_1_MAT008,cell1051,0,""
session_2024_04_23_1_MAT008,cell1052,0,""
session_2024_04_23_1_MAT008,cell1053,0,""
session_2024_04_23_1_MAT008,cell1054,0,""
session_2024_04_23_1_MAT008,cell1055,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1056,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1057,0,""
session_2024_04_23_1_MAT008,cell1058,0,""
session_2024_04_23_1_MAT008,cell1059,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1060,0,""
session_2024_04_23_1_MAT008,cell1061,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1062,0,""
session_2024_04_23_1_MAT008,cell1063,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1064,0,""
session_2024_04_23_1_MAT008,cell1065,0,""
session_2024_04_23_1_MAT008,cell1066,0,""
session_2024_04_23_1_MAT008,cell1067,0,""
session_2024_04_23_1_MAT008,cell1068,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1069,0,""
session_2024_04_23_1_MAT008,cell1070,0,""
session_2024_04_23_1_MAT008,cell1071,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1072,0,""
session_2024_04_23_1_MAT008,cell1073,0,""
session_2024_04_23_1_MAT008,cell1074,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1075,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1076,0,""
session_2024_04_23_1_MAT008,cell1077,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1078,0,""
session_2024_04_23_1_MAT008,cell1079,0,""
session_2024_04_23_1_MAT008,cell1080,0,""
session_2024_04_23_1_MAT008,cell1081,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1082,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1083,0,""
session_2024_04_23_1_MAT008,cell1084,0,""
session_2024_04_23_1_MAT008,cell1085,0,""
session_2024_04_23_1_MAT008,cell1086,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1087,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1088,0,""
session_2024_04_23_1_MAT008,cell1089,0,""
session_2024_04_23_1_MAT008,cell1090,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1091,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1092,0,""
session_2024_04_23_1_MAT008,cell1093,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1094,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1095,0,""
session_2024_04_23_1_MAT008,cell1096,0,""
session_2024_04_23_1_MAT008,cell1097,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1098,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1099,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1100,0,""
session_2024_04_23_1_MAT008,cell1101,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1102,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1103,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1104,0,""
session_2024_04_23_1_MAT008,cell1105,0,""
session_2024_04_23_1_MAT008,cell1106,0,""
session_2024_04_23_1_MAT008,cell1107,0,""
session_2024_04_23_1_MAT008,cell1108,0,""
session_2024_04_23_1_MAT008,cell1109,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1110,0,""
session_2024_04_23_1_MAT008,cell1111,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1112,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1113,0,""
session_2024_04_23_1_MAT008,cell1114,0,""
session_2024_04_23_1_MAT008,cell1115,0,""
session_2024_04_23_1_MAT008,cell1116,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1117,0,""
session_2024_04_23_1_MAT008,cell1118,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1119,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1120,0,""
session_2024_04_23_1_MAT008,cell1121,0,""
session_2024_04_23_1_MAT008,cell1122,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1123,0,""
session_2024_04_23_1_MAT008,cell1124,0,""
session_2024_04_23_1_MAT008,cell1125,0,""
session_2024_04_23_1_MAT008,cell1126,0,""
session_2024_04_23_1_MAT008,cell1127,0,""
session_2024_04_23_1_MAT008,cell1128,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1129,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1130,0,""
session_2024_04_23_1_MAT008,cell1131,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1132,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1133,0,""
session_2024_04_23_1_MAT008,cell1134,0,""
session_2024_04_23_1_MAT008,cell1135,0,""
session_2024_04_23_1_MAT008,cell1136,0,""
session_2024_04_23_1_MAT008,cell1137,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1138,0,""
session_2024_04_23_1_MAT008,cell1139,0,""
session_2024_04_23_1_MAT008,cell1140,0,""
session_2024_04_23_1_MAT008,cell1141,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1142,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1143,0,""
session_2024_04_23_1_MAT008,cell1144,0,""
session_2024_04_23_1_MAT008,cell1145,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1146,0,""
session_2024_04_23_1_MAT008,cell1147,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1148,0,""
session_2024_04_23_1_MAT008,cell1149,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1150,0,""
session_2024_04_23_1_MAT008,cell1151,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1152,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1153,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1154,0,""
session_2024_04_23_1_MAT008,cell1155,0,""
session_2024_04_23_1_MAT008,cell1156,0,""
session_2024_04_23_1_MAT008,cell1157,0,""
session_2024_04_23_1_MAT008,cell1158,0,""
session_2024_04_23_1_MAT008,cell1159,0,""
session_2024_04_23_1_MAT008,cell1160,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1161,0,""
session_2024_04_23_1_MAT008,cell1162,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1163,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1164,0,""
session_2024_04_23_1_MAT008,cell1165,0,""
session_2024_04_23_1_MAT008,cell1166,0,""
session_2024_04_23_1_MAT008,cell1167,0,""
session_2024_04_23_1_MAT008,cell1168,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1169,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1170,0,""
session_2024_04_23_1_MAT008,cell1171,0,""
session_2024_04_23_1_MAT008,cell1172,0,""
session_2024_04_23_1_MAT008,cell1173,0,""
session_2024_04_23_1_MAT008,cell1174,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1175,0,""
session_2024_04_23_1_MAT008,cell1176,0,""
session_2024_04_23_1_MAT008,cell1177,0,""
session_2024_04_23_1_MAT008,cell1178,0,""
session_2024_04_23_1_MAT008,cell1179,0,""
session_2024_04_23_1_MAT008,cell1180,0,""
session_2024_04_23_1_MAT008,cell1181,0,""
session_2024_04_23_1_MAT008,cell1182,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1183,0,""
session_2024_04_23_1_MAT008,cell1184,0,""
session_2024_04_23_1_MAT008,cell1185,0,""
session_2024_04_23_1_MAT008,cell1186,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1187,0,""
session_2024_04_23_1_MAT008,cell1188,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1189,0,""
session_2024_04_23_1_MAT008,cell1190,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1191,0,""
session_2024_04_23_1_MAT008,cell1192,0,""
session_2024_04_23_1_MAT008,cell1193,0,""
session_2024_04_23_1_MAT008,cell1194,0,""
session_2024_04_23_1_MAT008,cell1195,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1196,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1197,0,""
session_2024_04_23_1_MAT008,cell1198,0,""
session_2024_04_23_1_MAT008,cell1199,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1200,0,""
session_2024_04_23_1_MAT008,cell1201,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1202,0,""
session_2024_04_23_1_MAT008,cell1203,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1204,0,""
session_2024_04_23_1_MAT008,cell1205,0,""
session_2024_04_23_1_MAT008,cell1206,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1207,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1208,0,""
session_2024_04_23_1_MAT008,cell1209,0,""
session_2024_04_23_1_MAT008,cell1210,0,""
session_2024_04_23_1_MAT008,cell1211,0,""
session_2024_04_23_1_MAT008,cell1212,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1213,0,""
session_2024_04_23_1_MAT008,cell1214,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1215,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1216,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1217,0,""
session_2024_04_23_1_MAT008,cell1218,0,""
session_2024_04_23_1_MAT008,cell1219,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1220,0,""
session_2024_04_23_1_MAT008,cell1221,0,""
session_2024_04_23_1_MAT008,cell1222,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1223,0,""
session_2024_04_23_1_MAT008,cell1224,0,""
session_2024_04_23_1_MAT008,cell1225,0,""
session_2024_04_23_1_MAT008,cell1226,0,""
session_2024_04_23_1_MAT008,cell1227,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1228,0,""
session_2024_04_23_1_MAT008,cell1229,0,""
session_2024_04_23_1_MAT008,cell1230,0,""
session_2024_04_23_1_MAT008,cell1231,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1232,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1233,0,""
session_2024_04_23_1_MAT008,cell1234,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1235,0,""
session_2024_04_23_1_MAT008,cell1236,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1237,0,""
session_2024_04_23_1_MAT008,cell1238,0,""
session_2024_04_23_1_MAT008,cell1239,0,""
session_2024_04_23_1_MAT008,cell1240,0,""
session_2024_04_23_1_MAT008,cell1241,0,""
session_2024_04_23_1_MAT008,cell1242,0,""
session_2024_04_23_1_MAT008,cell1243,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1244,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1245,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1246,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1247,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1248,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1249,0,""
session_2024_04_23_1_MAT008,cell1250,0,""
session_2024_04_23_1_MAT008,cell1251,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1252,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1253,0,""
session_2024_04_23_1_MAT008,cell1254,0,""
session_2024_04_23_1_MAT008,cell1255,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1256,0,""
session_2024_04_23_1_MAT008,cell1257,0,""
session_2024_04_23_1_MAT008,cell1258,0,""
session_2024_04_23_1_MAT008,cell1259,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1260,0,""
session_2024_04_23_1_MAT008,cell1261,0,""
session_2024_04_23_1_MAT008,cell1262,0,""
session_2024_04_23_1_MAT008,cell1263,0,""
session_2024_04_23_1_MAT008,cell1264,0,""
session_2024_04_23_1_MAT008,cell1265,0,""
session_2024_04_23_1_MAT008,cell1266,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1267,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1268,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1269,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1270,0,""
session_2024_04_23_1_MAT008,cell1271,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1272,0,""
session_2024_04_23_1_MAT008,cell1273,0,""
session_2024_04_23_1_MAT008,cell1274,0,""
session_2024_04_23_1_MAT008,cell1275,0,""
session_2024_04_23_1_MAT008,cell1276,0,""
session_2024_04_23_1_MAT008,cell1277,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1278,0,""
session_2024_04_23_1_MAT008,cell1279,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1280,0,""
session_2024_04_23_1_MAT008,cell1281,0,""
session_2024_04_23_1_MAT008,cell1282,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1283,0,""
session_2024_04_23_1_MAT008,cell1284,0,""
session_2024_04_23_1_MAT008,cell1285,0,""
session_2024_04_23_1_MAT008,cell1286,0,""
session_2024_04_23_1_MAT008,cell1287,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1288,0,""
session_2024_04_23_1_MAT008,cell1289,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1290,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1291,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1292,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1293,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1294,0,""
session_2024_04_23_1_MAT008,cell1295,0,""
session_2024_04_23_1_MAT008,cell1296,0,""
session_2024_04_23_1_MAT008,cell1297,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1298,0,""
session_2024_04_23_1_MAT008,cell1299,0,""
session_2024_04_23_1_MAT008,cell1300,0,""
session_2024_04_23_1_MAT008,cell1301,0,""
session_2024_04_23_1_MAT008,cell1302,0,""
session_2024_04_23_1_MAT008,cell1303,0,""
session_2024_04_23_1_MAT008,cell1304,0,""
session_2024_04_23_1_MAT008,cell1305,0,""
session_2024_04_23_1_MAT008,cell1306,0,""
session_2024_04_23_1_MAT008,cell1307,0,""
session_2024_04_23_1_MAT008,cell1308,0,""
session_2024_04_23_1_MAT008,cell1309,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1310,0,""
session_2024_04_23_1_MAT008,cell1311,0,""
session_2024_04_23_1_MAT008,cell1312,0,""
session_2024_04_23_1_MAT008,cell1313,0,""
session_2024_04_23_1_MAT008,cell1314,0,""
session_2024_04_23_1_MAT008,cell1315,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1316,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1317,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1318,0,""
session_2024_04_23_1_MAT008,cell1319,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1320,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1321,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1322,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1323,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1324,0,""
session_2024_04_23_1_MAT008,cell1325,0,""
session_2024_04_23_1_MAT008,cell1326,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1327,0,""
session_2024_04_23_1_MAT008,cell1328,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1329,0,""
session_2024_04_23_1_MAT008,cell1330,0,""
session_2024_04_23_1_MAT008,cell1331,0,""
session_2024_04_23_1_MAT008,cell1332,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1333,0,""
session_2024_04_23_1_MAT008,cell1334,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1335,0,""
session_2024_04_23_1_MAT008,cell1336,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1337,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1338,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1339,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1340,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1341,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1342,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1343,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1344,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1345,0,""
session_2024_04_23_1_MAT008,cell1346,0,""
session_2024_04_23_1_MAT008,cell1347,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1348,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1349,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1350,1,"stimulusOnsetTime"
